predicted_buggy_lines,predicted_buggy_score,predicted_density
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java:4,1,0.0013297872340425532
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java:15,3,0.0013297872340425532
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java:36,1,0.0013297872340425532
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java:58,2,0.0013297872340425532
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java:59,1,0.0013297872340425532
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java:60,1,0.0013297872340425532
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java:62,2,0.0013297872340425532
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java:63,1,0.0013297872340425532
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java:69,1,0.0013297872340425532
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java:70,1,0.0013297872340425532
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java:73,1,0.0013297872340425532
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java:75,1,0.0013297872340425532
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java:88,2,0.0013297872340425532
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java:91,1,0.0013297872340425532
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java:97,1,0.0013297872340425532
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java:102,2,0.0013297872340425532
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java:103,1,0.0013297872340425532
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java:106,1,0.0013297872340425532
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java:114,2,0.0013297872340425532
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java:116,1,0.0013297872340425532
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java:117,1,0.0013297872340425532
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java:120,1,0.0013297872340425532
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java:125,2,0.0013297872340425532
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java:136,1,0.0013297872340425532
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java:138,1,0.0013297872340425532
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java:141,2,0.0013297872340425532
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java:143,3,0.0013297872340425532
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java:146,1,0.0013297872340425532
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java:147,4,0.0013297872340425532
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java:148,2,0.0013297872340425532
