predicted_buggy_lines,predicted_buggy_score,predicted_density
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:2,2,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:6,2,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:12,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:30,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:31,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:32,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:33,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:34,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:46,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:47,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:48,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:49,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:50,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:51,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:52,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:74,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:84,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:86,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:88,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:92,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:97,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:98,3,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:123,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:133,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:135,3,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:138,2,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:139,2,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:141,2,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:142,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:144,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:147,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:148,2,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:154,2,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:157,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:160,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:161,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:162,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:163,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:170,2,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:176,2,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:177,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:182,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:184,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:191,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:198,2,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:202,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:209,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:210,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:211,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:212,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:213,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:217,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:218,2,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:219,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:223,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:225,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:226,2,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:229,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:231,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:243,3,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:255,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:259,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:261,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:265,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:266,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:276,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:281,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:287,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:294,2,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:296,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:299,2,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:300,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:301,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:302,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:304,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:308,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:312,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:314,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:315,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:321,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:323,1,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:335,2,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:336,3,0.00102880658436214
src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java:339,1,0.00102880658436214
