filename,oracle,predicted_label,predicted_score
api/src/main/java/org/apache/struts2/Action.java,0,0,0.00028708866500705584
api/src/main/java/org/apache/struts2/MessageAware.java,0,0,0.0008159479967356158
api/src/main/java/org/apache/struts2/Messages.java,0,0,0.00020239391130093913
api/src/main/java/org/apache/struts2/ResultNames.java,0,0,5.039221704188506e-05
api/src/main/java/org/apache/struts2/Validatable.java,0,0,0.004205779921189295
api/src/main/java/org/apache/struts2/servlet/ParameterAware.java,0,0,0.005283653637483588
api/src/main/java/org/apache/struts2/servlet/ServletRequestAware.java,0,0,0.0010902347939390938
api/src/main/java/org/apache/struts2/servlet/ServletResponseAware.java,0,0,0.0011054253935594473
api/src/main/java/org/apache/struts2/spi/ActionContext.java,0,0,0.001685232737144095
api/src/main/java/org/apache/struts2/spi/Interceptor.java,0,0,0.004014768093697584
api/src/main/java/org/apache/struts2/spi/RequestContext.java,0,0,0.00016731829566447442
api/src/main/java/org/apache/struts2/spi/RequestContextAware.java,0,0,0.003899300618412616
api/src/main/java/org/apache/struts2/spi/Result.java,0,0,0.003692875242843953
api/src/main/java/org/apache/struts2/spi/ValueStack.java,0,0,0.0030151220496664375
apps/blank/src/main/java/example/ExampleSupport.java,0,0,0.004498677284373954
apps/blank/src/main/java/example/HelloWorld.java,0,0,0.0004552528478563911
apps/blank/src/main/java/example/Login.java,0,0,0.001464643212699663
apps/mailreader/src/main/java/mailreader2/ApplicationListener.java,0,0,0.0026435523883343807
apps/mailreader/src/main/java/mailreader2/AuthenticationInterceptor.java,0,0,0.0011828358119078326
apps/mailreader/src/main/java/mailreader2/Constants.java,0,0,1.3246232750193632e-09
apps/mailreader/src/main/java/mailreader2/Login.java,0,0,0.0008585702226117234
apps/mailreader/src/main/java/mailreader2/Logout.java,0,0,0.004427881209773504
apps/mailreader/src/main/java/mailreader2/MailreaderSupport.java,0,0,4.779584564367041e-18
apps/mailreader/src/main/java/mailreader2/Registration.java,0,0,0.0001616014536962172
apps/mailreader/src/main/java/mailreader2/Subscription.java,0,0,0.0005521552212914676
apps/mailreader/src/main/java/mailreader2/Welcome.java,0,0,0.0016541479773230698
apps/portlet/src/main/java/org/apache/struts2/portlet/example/ExampleAction.java,0,0,0.004334464011043865
apps/portlet/src/main/java/org/apache/struts2/portlet/example/FormExample.java,0,0,0.0042678184716250225
apps/portlet/src/main/java/org/apache/struts2/portlet/example/FormExampleModelDriven.java,1,0,0.0023863467396207996
apps/portlet/src/main/java/org/apache/struts2/portlet/example/FormExampleWithValidation.java,0,0,0.0018646804407741436
apps/portlet/src/main/java/org/apache/struts2/portlet/example/FormResultAction.java,0,0,0.0022129307473461495
apps/portlet/src/main/java/org/apache/struts2/portlet/example/FormTestAction.java,0,0,0.00473562983297774
apps/portlet/src/main/java/org/apache/struts2/portlet/example/SavePrefsAction.java,0,0,0.0004522098841319063
apps/portlet/src/main/java/org/apache/struts2/portlet/example/fileupload/FileUploadAction.java,1,0,0.00043960596480601517
apps/portlet/src/main/java/org/apache/struts2/portlet/example/model/Name.java,1,0,0.023527782873230332
apps/portlet/src/main/java/org/apache/struts2/portlet/example/spring/SpringAction.java,0,0,0.00664648458398055
apps/portlet/src/main/java/org/apache/struts2/portlet/example/spring/ThingManager.java,0,0,0.0017009888402397726
apps/showcase/src/main/java/org/apache/struts2/showcase/DateAction.java,0,0,0.003544757148554744
apps/showcase/src/main/java/org/apache/struts2/showcase/DynamicTreeSelectAction.java,0,1,0.7064374865311127
apps/showcase/src/main/java/org/apache/struts2/showcase/LotsOfOptiontransferselectAction.java,0,0,0.0004205002755096666
apps/showcase/src/main/java/org/apache/struts2/showcase/LotsOfRichtexteditorAction.java,0,0,0.003798278937824755
apps/showcase/src/main/java/org/apache/struts2/showcase/MoreSelectsAction.java,0,0,0.0011602567070580167
apps/showcase/src/main/java/org/apache/struts2/showcase/ShowAjaxDynamicTreeAction.java,0,0,0.012477123845354467
apps/showcase/src/main/java/org/apache/struts2/showcase/ShowDynamicTreeAction.java,0,0,0.09941736077630875
apps/showcase/src/main/java/org/apache/struts2/showcase/UITagExample.java,1,1,0.9790355240042199
apps/showcase/src/main/java/org/apache/struts2/showcase/action/AbstractCRUDAction.java,0,0,0.012158669398613854
apps/showcase/src/main/java/org/apache/struts2/showcase/action/EmployeeAction.java,0,0,0.003557243451788434
apps/showcase/src/main/java/org/apache/struts2/showcase/action/ExampleAction.java,1,0,0.0005063522243462077
apps/showcase/src/main/java/org/apache/struts2/showcase/action/JSPEvalAction.java,1,0,0.011560626144294634
apps/showcase/src/main/java/org/apache/struts2/showcase/action/SkillAction.java,0,0,0.0024011020464941735
apps/showcase/src/main/java/org/apache/struts2/showcase/actionchaining/ActionChain1.java,0,0,0.004352238960017792
